hierarchy level 1,hierarchy level 2,hierarchy level 3,hierarchy level 4,gene,area_xyl,area_glu,%  change in level 1 mass fraction after 12 h in glu compared to xyl,%  change in level 2 mass fraction after 12 h in glu compared to xyl,%  change in level 3 mass fraction after 12 h in glu compared to xyl,%  change in level 4 mass fraction after 12 h in glu compared to xyl
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02054:A0A0H3CB02,CCNA_02054,0.027591205038089,0.013066826358747,-7.3776082085225,-7.26338393865218,-25.3324739566991,-52.64
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_03184:A0A0H3CAZ0,CCNA_03184,0.007602289503099,0.009695772305763,-7.3776082085225,-7.26338393865218,-25.3324739566991,+27.54
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02538:A0A0H3CAX0,CCNA_02538,0.072555678343249,0.067809735065785,-7.3776082085225,-7.26338393865218,-25.3324739566991,-6.54
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02549:A0A0H3CAT2,CCNA_02549,0.006348935317139,0.004892422120059,-7.3776082085225,-7.26338393865218,-25.3324739566991,-22.94
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_03094:A0A0H3CAR4,CCNA_03094,0.003427875785019,0.00280724016877,-7.3776082085225,-7.26338393865218,-25.3324739566991,-18.11
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01891:A0A0H3CAK1,CCNA_01891,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02466:A0A0H3CAI7,CCNA_02466,0.005839074873791,0.003720244462316,-7.3776082085225,-7.26338393865218,-25.3324739566991,-36.29
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02368:A0A0H3CAH1,CCNA_02368,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02444:A0A0H3CAG6,CCNA_02444,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,gph:A0A0H3CAC0,gph,0.003283935690712,0.002702664311373,-7.3776082085225,-7.26338393865218,-25.3324739566991,-17.70
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02903:A0A0H3CA96,CCNA_02903,0.011070822738354,0.004171804983638,-7.3776082085225,-7.26338393865218,-25.3324739566991,-62.32
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02357:A0A0H3CA89,CCNA_02357,0.038021388508407,0.02711993187105,-7.3776082085225,-7.26338393865218,-25.3324739566991,-28.67
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02893:A0A0H3CA86,CCNA_02893,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02261:A0A0H3CA85,CCNA_02261,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02335:A0A0H3CA67,CCNA_02335,0.012001430174376,0.015474523291734,-7.3776082085225,-7.26338393865218,-25.3324739566991,+28.94
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02236:A0A0H3CA64,CCNA_02236,0.005309301918552,0.002026596857166,-7.3776082085225,-7.26338393865218,-25.3324739566991,-61.83
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02185:A0A0H3CA17,CCNA_02185,0.005740263308689,0.00389056369252,-7.3776082085225,-7.26338393865218,-25.3324739566991,-32.22
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02220:A0A0H3C9V1,CCNA_02220,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02465:A0A0H3C9U8,CCNA_02465,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02459:A0A0H3C9U4,CCNA_02459,0.010554834627062,0.006516938590142,-7.3776082085225,-7.26338393865218,-25.3324739566991,-38.26
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01554:A0A0H3C9R1,CCNA_01554,0.001458660849534,0.00261922294877,-7.3776082085225,-7.26338393865218,-25.3324739566991,+79.56
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02137:A0A0H3C9N9,CCNA_02137,0.016192882538009,0.016949284347772,-7.3776082085225,-7.26338393865218,-25.3324739566991,+4.67
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,nnrE:A0A0H3C9N6,nnrE,0.001514355465023,0.001305984824876,-7.3776082085225,-7.26338393865218,-25.3324739566991,-13.76
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,celD:A0A0H3C9L1,celD,0.002130693846767,0.003688899305343,-7.3776082085225,-7.26338393865218,-25.3324739566991,+73.13
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02085:A0A0H3C9G9,CCNA_02085,0.030887702083156,0.031445125351778,-7.3776082085225,-7.26338393865218,-25.3324739566991,+1.80
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01925:A0A0H3C9G0,CCNA_01925,0.001634319284991,0.002320919830506,-7.3776082085225,-7.26338393865218,-25.3324739566991,+42.01
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,glnA:A0A0H3C9D7,glnA,0.551153989548095,0.254035778311562,-7.3776082085225,-7.26338393865218,-25.3324739566991,-53.91
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01444:A0A0H3C9D4,CCNA_01444,0.011861891840366,0.007534552621739,-7.3776082085225,-7.26338393865218,-25.3324739566991,-36.48
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01841:A0A0H3C983,CCNA_01841,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02489:A0A0H3C979,CCNA_02489,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,iolA:A0A0H3C960,iolA,0.007774388203571,0.011851950271998,-7.3776082085225,-7.26338393865218,-25.3324739566991,+52.45
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02464:A0A0H3C951,CCNA_02464,0.036723318573545,0.026778111056929,-7.3776082085225,-7.26338393865218,-25.3324739566991,-27.08
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02458:A0A0H3C946,CCNA_02458,0.005982524089329,0.004083656499518,-7.3776082085225,-7.26338393865218,-25.3324739566991,-31.74
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,xynB2:A0A0H3C931,xynB2,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02365:A0A0H3C8W2,CCNA_02365,0.005916795766973,0.009305004146984,-7.3776082085225,-7.26338393865218,-25.3324739566991,+57.26
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01698:A0A0H3C8R4,CCNA_01698,0.003328389471612,0.001694140264651,-7.3776082085225,-7.26338393865218,-25.3324739566991,-49.10
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02310:A0A0H3C8R3,CCNA_02310,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01064:A0A0H3C8J5,CCNA_01064,0.028969282716026,0.028324049197279,-7.3776082085225,-7.26338393865218,-25.3324739566991,-2.23
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01029:A0A0H3C8G4,CCNA_01029,0.007768351078839,0.005177798649362,-7.3776082085225,-7.26338393865218,-25.3324739566991,-33.35
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01019:A0A0H3C8F1,CCNA_01019,0.002307703569285,0.001477808195769,-7.3776082085225,-7.26338393865218,-25.3324739566991,-35.96
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02181:A0A0H3C8E9,CCNA_02181,0.003939844189122,0.005532296821176,-7.3776082085225,-7.26338393865218,-25.3324739566991,+40.42
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01832:A0A0H3C8A9,CCNA_01832,0.003901150266111,0.002595007086946,-7.3776082085225,-7.26338393865218,-25.3324739566991,-33.48
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01559:A0A0H3C8A2,CCNA_01559,0.006120164065685,0.006503971496778,-7.3776082085225,-7.26338393865218,-25.3324739566991,+6.27
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,xylA:A0A0H3C801,xylA,0.176286579933731,0.051579635190134,-7.3776082085225,-7.26338393865218,-25.3324739566991,-70.74
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_02011:A0A0H3C7Z1,CCNA_02011,0.014876720105968,0.026977257592493,-7.3776082085225,-7.26338393865218,-25.3324739566991,+81.34
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00839:A0A0H3C7X7,CCNA_00839,0.009026891096486,0.015613558268485,-7.3776082085225,-7.26338393865218,-25.3324739566991,+72.97
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,iolB:A0A0H3C7W4,iolB,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,glyA:A0A0H3C7W2,glyA,0.206021137305014,0.167296794533883,-7.3776082085225,-7.26338393865218,-25.3324739566991,-18.80
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,idhA:A0A0H3C7V9,idhA,0.005183783056309,0.007265334362311,-7.3776082085225,-7.26338393865218,-25.3324739566991,+40.16
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01414:A0A0H3C7V7,CCNA_01414,0.021174104216887,0.013254346300721,-7.3776082085225,-7.26338393865218,-25.3324739566991,-37.40
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01575:A0A0H3C7S1,CCNA_01575,0.086241824951862,0.161598631308848,-7.3776082085225,-7.26338393865218,-25.3324739566991,+87.38
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,iolE:A0A0H3C7Q5,iolE,0.003054433249673,0.002688306293071,-7.3776082085225,-7.26338393865218,-25.3324739566991,-11.99
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00752:A0A0H3C7Q1,CCNA_00752,0.057639555913591,0.060643189084461,-7.3776082085225,-7.26338393865218,-25.3324739566991,+5.21
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01353:A0A0H3C7P7,CCNA_01353,0.004843634059658,0.005160489186251,-7.3776082085225,-7.26338393865218,-25.3324739566991,+6.54
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00742:A0A0H3C7P2,CCNA_00742,0.013522613771289,0.025571193284307,-7.3776082085225,-7.26338393865218,-25.3324739566991,+89.10
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01794:A0A0H3C7F5,CCNA_01794,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01204:A0A0H3C7D3,CCNA_01204,0.0061001074159,0.00387388614234,-7.3776082085225,-7.26338393865218,-25.3324739566991,-36.49
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01108:A0A0H3C7B7,CCNA_01108,0.002026788445091,0.00210933220803,-7.3776082085225,-7.26338393865218,-25.3324739566991,+4.07
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01715:A0A0H3C789,CCNA_01715,0.002652915165102,0.00153563292619,-7.3776082085225,-7.26338393865218,-25.3324739566991,-42.12
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00572:A0A0H3C778,CCNA_00572,0.001901137130794,0.003230323688417,-7.3776082085225,-7.26338393865218,-25.3324739566991,+69.92
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01018:A0A0H3C753,CCNA_01018,0.001565962022806,0.001872768624908,-7.3776082085225,-7.26338393865218,-25.3324739566991,+19.59
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00567:A0A0H3C749,CCNA_00567,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,iolD:A0A0H3C735,iolD,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,gmd:A0A0H3C726,gmd,0.023706777410481,0.021876423434411,-7.3776082085225,-7.26338393865218,-25.3324739566991,-7.72
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,uxaA:A0A0H3C6Y0,uxaA,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,abfA:A0A0H3C6Q9,abfA,0.001981222919244,0.001172878372037,-7.3776082085225,-7.26338393865218,-25.3324739566991,-40.80
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01193:A0A0H3C6Q6,CCNA_01193,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,xylC:A0A0H3C6P8,xylC,0.090518262293987,0.072283314726126,-7.3776082085225,-7.26338393865218,-25.3324739566991,-20.15
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00843:A0A0H3C6N2,CCNA_00843,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00838:A0A0H3C6M8,CCNA_00838,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00826:A0A0H3C6M3,CCNA_00826,0.000638757318847,0.000562526965907,-7.3776082085225,-7.26338393865218,-25.3324739566991,-11.93
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,xylD:A0A0H3C6H6,xylD,0.139732625817183,0.045295961668277,-7.3776082085225,-7.26338393865218,-25.3324739566991,-67.58
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00741:A0A0H3C6G7,CCNA_00741,0.006386088918054,0.015204094552237,-7.3776082085225,-7.26338393865218,-25.3324739566991,+138.08
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00837:A0A0H3C6F1,CCNA_00837,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00831:A0A0H3C6E5,CCNA_00831,0.001784822885958,0.000902197952991,-7.3776082085225,-7.26338393865218,-25.3324739566991,-49.45
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00825:A0A0H3C6E0,CCNA_00825,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00240:A0A0H3C6B5,CCNA_00240,0.00324974582692,0.002324676165195,-7.3776082085225,-7.26338393865218,-25.3324739566991,-28.47
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,iolC:A0A0H3C6B4,iolC,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00207:A0A0H3C682,CCNA_00207,0.004735692873446,0.003845715866446,-7.3776082085225,-7.26338393865218,-25.3324739566991,-18.79
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,oppA:A0A0H3C650,oppA,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00566:A0A0H3C643,CCNA_00566,0.003841832810007,0.007693646016252,-7.3776082085225,-7.26338393865218,-25.3324739566991,+100.26
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00545:A0A0H3C629,CCNA_00545,0.018416284407372,0.013969969262936,-7.3776082085225,-7.26338393865218,-25.3324739566991,-24.14
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,gmd:A0A0H3C5Y5,gmd,0.041759992825318,0.018608141367864,-7.3776082085225,-7.26338393865218,-25.3324739566991,-55.44
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01192:A0A0H3C5W7,CCNA_01192,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00610:A0A0H3C5V0,CCNA_00610,0.015558878997505,0.010400814362757,-7.3776082085225,-7.26338393865218,-25.3324739566991,-33.15
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00397:A0A0H3C5S6,CCNA_00397,0.014630433632011,0.009979462560582,-7.3776082085225,-7.26338393865218,-25.3324739566991,-31.79
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01162:A0A0H3C5R6,CCNA_01162,0.021288315745221,0.011935599378582,-7.3776082085225,-7.26338393865218,-25.3324739566991,-43.93
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00500:A0A0H3C5J6,CCNA_00500,0.021673228215589,0.020012233899931,-7.3776082085225,-7.26338393865218,-25.3324739566991,-7.66
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,fcl:A0A0H3C5H3,fcl,0.012351367710406,0.006165657865615,-7.3776082085225,-7.26338393865218,-25.3324739566991,-50.08
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00458:A0A0H3C5G3,CCNA_00458,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00206:A0A0H3C5D7,CCNA_00206,0.011864517126845,0.011016211450092,-7.3776082085225,-7.26338393865218,-25.3324739566991,-7.15
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_01040:A0A0H3C5C2,CCNA_01040,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00358:A0A0H3C541,CCNA_00358,0.00095334918089,0.000495860760125,-7.3776082085225,-7.26338393865218,-25.3324739566991,-47.99
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00250:A0A0H3C4T8,CCNA_00250,0.011546632317446,0.011980118652165,-7.3776082085225,-7.26338393865218,-25.3324739566991,+3.75
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,xylX:A0A0H3C4T2,xylX,0.104302092531337,0.028922086924712,-7.3776082085225,-7.26338393865218,-25.3324739566991,-72.27
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00233:A0A0H3C4S3,CCNA_00233,0.020765244694194,0.017203289272546,-7.3776082085225,-7.26338393865218,-25.3324739566991,-17.15
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00465:A0A0H3C4Q9,CCNA_00465,0.036727196965642,0.029565190676367,-7.3776082085225,-7.26338393865218,-25.3324739566991,-19.50
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00457:A0A0H3C4Q4,CCNA_00457,0.002575859735201,0.002938895418646,-7.3776082085225,-7.26338393865218,-25.3324739566991,+14.09
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00452:A0A0H3C4P8,CCNA_00452,0.001883701158964,0.001787030265576,-7.3776082085225,-7.26338393865218,-25.3324739566991,-5.13
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00090:A0A0H3C4G6,CCNA_00090,0.003949971888261,0.003682277000266,-7.3776082085225,-7.26338393865218,-25.3324739566991,-6.78
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00074:A0A0H3C4F3,CCNA_00074,0.140505527880594,0.200898725077285,-7.3776082085225,-7.26338393865218,-25.3324739566991,+42.98
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00568:A0A0H3C418,CCNA_00568,,,-7.3776082085225,-7.26338393865218,-25.3324739566991,#VALUE!
Metabolism,Carbohydrate metabolism,Other carbohydrate metabolism steps,CCNA_00310:A0A0H3C399,CCNA_00310,0.001315873657517,0.001302890542911,-7.3776082085225,-7.26338393865218,-25.3324739566991,-0.99
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,pgk:B8H4J9,pgk,0.092990036764719,0.087901088495057,-7.3776082085225,-7.26338393865218,23.9072681242365,-5.47
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,gpmA:B8GYN6,gpmA,0.031228172275312,0.031243785085395,-7.3776082085225,-7.26338393865218,23.9072681242365,+0.05
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,pgi:B8GY92,pgi,0.030692462174264,0.034015115979816,-7.3776082085225,-7.26338393865218,23.9072681242365,+10.83
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,glk:B8GXA8,glk,0.021809314619958,0.028943303974781,-7.3776082085225,-7.26338393865218,23.9072681242365,+32.71
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,eno:B8GW68,eno,0.399678281203468,0.275313774802907,-7.3776082085225,-7.26338393865218,23.9072681242365,-31.12
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_03358:A0A0H3CEP3,CCNA_03358,0.208301888476107,0.18541474942878,-7.3776082085225,-7.26338393865218,23.9072681242365,-10.99
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,acsA:A0A0H3CDS8,acsA,0.007721169496408,0.005969199654278,-7.3776082085225,-7.26338393865218,23.9072681242365,-22.69
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_03695:A0A0H3CCV8,CCNA_03695,0.003044599336869,0.001593788147708,-7.3776082085225,-7.26338393865218,23.9072681242365,-47.65
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_03269:A0A0H3CCQ6,CCNA_03269,,,-7.3776082085225,-7.26338393865218,23.9072681242365,#VALUE!
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_02601:A0A0H3CCJ0,CCNA_02601,0.032743604880445,0.030377273913957,-7.3776082085225,-7.26338393865218,23.9072681242365,-7.23
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_03432:A0A0H3CCA0,CCNA_03432,0.004557598914636,0.001906648092815,-7.3776082085225,-7.26338393865218,23.9072681242365,-58.17
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_03124:A0A0H3CBH0,CCNA_03124,0.001808660456349,0.002544476335504,-7.3776082085225,-7.26338393865218,23.9072681242365,+40.68
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_03360:A0A0H3CBD8,CCNA_03360,0.122478869489197,0.051679930367535,-7.3776082085225,-7.26338393865218,23.9072681242365,-57.81
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_02347:A0A0H3CAF5,CCNA_02347,0.036143159836899,0.03906492347422,-7.3776082085225,-7.26338393865218,23.9072681242365,+8.08
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_02152:A0A0H3C9Z2,CCNA_02152,0.005063342407947,0.003789009559286,-7.3776082085225,-7.26338393865218,23.9072681242365,-25.17
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,fbp:A0A0H3C9D9,fbp,0.008490096642986,0.005527357878563,-7.3776082085225,-7.26338393865218,23.9072681242365,-34.90
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_01805:A0A0H3C955,CCNA_01805,0.181469993873179,0.207437322897264,-7.3776082085225,-7.26338393865218,23.9072681242365,+14.31
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_01800:A0A0H3C950,CCNA_01800,0.192846355817828,0.22316147287786,-7.3776082085225,-7.26338393865218,23.9072681242365,+15.72
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_02130:A0A0H3C915,CCNA_02130,0.012074917209415,0.012554712728449,-7.3776082085225,-7.26338393865218,23.9072681242365,+3.97
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,pdhA:A0A0H3C8U6,pdhA,0.129810416337131,0.150755052015771,-7.3776082085225,-7.26338393865218,23.9072681242365,+16.13
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,tpiA:A0A0H3C8N2,tpiA,0.001931719513799,0.001545819761953,-7.3776082085225,-7.26338393865218,23.9072681242365,-19.98
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_01803:A0A0H3C893,CCNA_01803,0.167007680448964,0.18215411417402,-7.3776082085225,-7.26338393865218,23.9072681242365,+9.07
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,glpX:A0A0H3C840,glpX,0.013632791778052,0.010991928547338,-7.3776082085225,-7.26338393865218,23.9072681242365,-19.37
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_01274:A0A0H3C7Q9,CCNA_01274,0.004554273518107,0.003245955001942,-7.3776082085225,-7.26338393865218,23.9072681242365,-28.73
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_01263:A0A0H3C7Q0,CCNA_01263,0.006748209436874,0.003417200120139,-7.3776082085225,-7.26338393865218,23.9072681242365,-49.36
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_01485:A0A0H3C7G5,CCNA_01485,0.000673223860257,0.000636664951775,-7.3776082085225,-7.26338393865218,23.9072681242365,-5.43
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_01413:A0A0H3C7A6,CCNA_01413,0.00175223481307,0.001485715744118,-7.3776082085225,-7.26338393865218,23.9072681242365,-15.21
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_00424:A0A0H3C6U9,CCNA_00424,0.209179898013856,0.785511650141904,-7.3776082085225,-7.26338393865218,23.9072681242365,+275.52
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_00346:A0A0H3C3C8,CCNA_00346,0.42698729528263,0.556406940759363,-7.3776082085225,-7.26338393865218,23.9072681242365,+30.31
Metabolism,Carbohydrate metabolism,Glycolysis/Gluconeogenesis,CCNA_00083:A0A0H3C2P3,CCNA_00083,0.019249733492804,0.017799749513656,-7.3776082085225,-7.26338393865218,23.9072681242365,-7.53
